,Unnamed: 0,run,lumi,hname,metype,entries,xmax,xmin,xbins,ymax,ymin,ybins,good,good_pixel,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100,bin_101,y_pred,y
340,15776,297503,90,chargeInner_PXLayer_1,3,154765,80000.0,0.0,100,1.0,0.0,1,1,1,0,66,318,665,867,1088,1313,1548,1598,1688,1746,1993,2150,2282,2525,2589,2937,3229,3385,3809,3899,4248,4532,4533,4862,4947,5095,5264,5172,5179,5290,5013,5053,4728,4441,4257,4000,3566,3441,3174,2792,2485,2212,2076,1801,1637,1382,1275,1159,965,908,767,695,631,591,500,462,391,370,353,312,291,280,228,213,220,186,170,157,149,154,119,147,114,92,141,95,96,91,85,82,64,69,61,54,48,57,58,42,35,39,32,39,38,34,34,32,31,24,26,27,557,0.7112586,2
341,20360,297503,71,chargeInner_PXLayer_1,3,156187,80000.0,0.0,100,1.0,0.0,1,1,1,0,61,317,643,893,1210,1423,1523,1647,1675,1827,1954,2184,2363,2577,2752,2994,3238,3492,3707,3903,4385,4479,4816,4920,5032,5089,5146,5279,5104,5238,5100,5027,4743,4598,4379,3931,3754,3342,3073,2764,2542,2267,2064,1840,1599,1495,1267,1147,982,871,787,693,646,557,551,446,435,375,346,327,294,243,238,209,193,213,176,178,155,126,125,135,96,108,88,87,78,109,67,69,77,78,79,56,60,54,47,44,34,27,33,32,35,28,30,30,25,19,24,19,550,0.27612096,2
342,20361,297503,74,chargeInner_PXLayer_1,3,155077,80000.0,0.0,100,1.0,0.0,1,1,1,0,54,335,685,945,1111,1360,1497,1622,1736,1866,2019,2099,2257,2592,2836,2997,3303,3521,3638,4017,4052,4483,4605,4745,5097,5094,5298,5222,5129,5337,5010,4825,4668,4369,4158,4088,3580,3416,3112,2852,2492,2303,1910,1810,1582,1432,1252,1110,994,872,789,721,642,581,522,460,428,390,333,336,310,262,248,245,217,167,201,163,122,133,150,116,101,126,113,84,98,87,87,62,75,77,59,46,39,55,56,45,49,38,37,31,38,25,33,37,15,24,26,32,559,0.15026475,2
343,20362,297503,75,chargeInner_PXLayer_1,3,159265,80000.0,0.0,100,1.0,0.0,1,1,1,0,45,313,679,900,1191,1353,1579,1610,1723,1820,1988,2200,2392,2544,2842,3077,3288,3561,3836,4023,4338,4443,4694,4963,5155,5195,5397,5342,5379,5267,5177,5101,4826,4644,4453,4079,3803,3499,3271,2922,2564,2382,2012,1900,1644,1453,1326,1153,1012,922,844,699,640,585,523,489,425,393,365,329,305,289,230,231,222,191,178,157,165,169,151,122,123,109,107,96,92,97,84,72,73,74,58,52,57,45,44,51,51,34,41,53,37,44,36,32,29,36,21,21,614,0.78178716,2
344,20364,297503,77,chargeInner_PXLayer_1,3,153589,80000.0,0.0,100,1.0,0.0,1,1,1,0,50,328,596,838,1132,1366,1494,1677,1694,1813,1926,2082,2282,2472,2726,2957,3264,3437,3665,3907,4257,4361,4547,4883,4915,4925,5195,5256,5232,5039,5061,4786,4732,4462,4117,3846,3763,3314,3069,2768,2511,2224,2000,1892,1624,1410,1301,1119,976,846,791,685,599,532,483,434,425,382,361,290,269,266,237,221,189,198,166,158,168,143,130,140,112,116,95,85,90,94,99,81,67,67,47,59,44,51,41,37,40,32,38,27,47,28,31,34,28,33,30,21,611,0.4245885,2
345,20365,297503,78,chargeInner_PXLayer_1,3,155594,80000.0,0.0,100,1.0,0.0,1,1,1,0,73,297,651,929,1128,1350,1481,1618,1718,1895,2025,2166,2311,2564,2791,2939,3262,3386,3713,4004,4106,4377,4651,4788,5009,5066,5122,5305,5314,5210,5056,4783,4740,4462,4310,4004,3688,3411,3176,2928,2510,2275,2058,1895,1680,1392,1222,1109,1015,915,833,699,630,563,529,480,460,355,353,321,319,235,237,234,214,177,185,177,164,160,129,125,134,93,95,93,88,80,81,65,52,67,60,47,48,56,61,51,41,35,40,48,31,38,21,32,34,21,28,25,572,0.5633277,2
346,20366,297503,80,chargeInner_PXLayer_1,3,153383,80000.0,0.0,100,1.0,0.0,1,1,1,0,68,327,608,901,1145,1328,1501,1611,1731,1869,2016,2046,2251,2455,2670,3028,3114,3367,3636,3893,4280,4397,4720,4848,4986,5010,5161,5070,5107,5055,4896,4799,4580,4387,4109,3896,3727,3353,3029,2847,2595,2273,2022,1801,1557,1419,1307,1092,962,865,805,696,642,550,469,448,457,387,378,303,273,263,258,216,215,187,156,165,156,159,139,133,119,107,102,99,94,87,91,72,63,66,56,66,61,58,59,47,52,41,39,36,31,30,27,32,22,24,29,28,575,0.27667922,2
347,21181,297503,73,chargeInner_PXLayer_1,3,156178,80000.0,0.0,100,1.0,0.0,1,1,1,0,47,313,657,937,1168,1404,1451,1664,1755,2002,1981,2103,2363,2565,2747,2985,3208,3593,3720,3989,4255,4461,4660,4797,5109,5116,5217,5280,5300,5115,4962,4950,4705,4493,4257,3986,3728,3386,3156,2895,2577,2208,1934,1841,1644,1419,1333,1210,994,831,783,750,655,542,494,513,426,415,352,295,309,265,243,244,233,187,200,146,156,146,126,123,117,96,90,99,100,81,70,68,84,60,53,53,45,54,30,50,41,43,37,30,48,31,35,31,31,27,24,29,547,0.19634071,2
348,9898,297603,2,chargeInner_PXLayer_1,3,147283,80000.0,0.0,100,1.0,0.0,1,1,1,0,58,267,512,746,900,1048,1189,1234,1525,1501,1716,1856,2183,2375,2608,2894,3160,3404,3748,4206,4325,4568,4916,4881,5111,5178,5236,5140,5138,5093,4901,4703,4491,4311,4021,3786,3386,3097,2908,2498,2332,2024,1776,1586,1388,1242,1135,942,855,747,679,597,537,473,425,416,370,360,329,300,239,245,215,215,186,150,171,133,135,115,110,118,123,89,88,93,75,68,72,66,58,62,47,41,56,47,46,37,41,28,28,33,24,30,26,32,21,18,19,14,538,0.79037863,2
349,9690,297359,41,chargeInner_PXLayer_1,3,69347,80000.0,0.0,100,1.0,0.0,1,0,1,0,33,174,363,521,688,795,866,992,986,994,1082,999,1110,1084,1202,1240,1264,1421,1435,1456,1564,1595,1710,1783,1872,2050,2041,2070,2113,2034,2108,2119,1966,1941,1908,1814,1751,1691,1554,1411,1276,1183,1097,1014,874,738,664,584,522,499,451,386,331,277,286,235,197,219,198,178,162,149,129,122,123,92,106,74,88,80,56,61,53,56,41,61,33,52,34,34,31,39,30,38,35,23,27,14,14,25,19,14,20,25,20,14,15,13,9,7,300,0.2327826,2
350,3667,297557,381,chargeInner_PXLayer_1,3,155059,80000.0,0.0,100,1.0,0.0,1,1,1,0,61,346,644,866,1044,1263,1404,1604,1680,1768,1959,2103,2354,2420,2667,3011,3219,3558,3898,4169,4298,4622,4813,4953,5082,5184,5221,5319,5207,5285,5043,5016,4663,4510,4186,3828,3761,3351,3088,2696,2507,2195,1986,1766,1548,1405,1197,1068,948,826,836,698,616,537,452,451,383,363,349,329,280,266,246,234,204,200,175,161,166,120,112,121,115,108,116,92,83,84,84,69,68,57,51,47,61,58,55,48,49,34,49,32,31,24,20,28,24,37,20,24,582,0.60241896,2
351,3668,297557,382,chargeInner_PXLayer_1,3,155410,80000.0,0.0,100,1.0,0.0,1,1,1,0,67,324,648,923,1138,1287,1430,1561,1699,1838,1976,2131,2239,2475,2770,3009,3296,3600,3910,4084,4263,4713,4698,4962,5116,5315,5231,5252,5297,5223,5003,4995,4751,4581,4201,3902,3628,3261,3182,2757,2416,2229,1986,1723,1489,1395,1246,1057,948,883,730,697,572,568,484,468,440,339,329,256,270,258,253,205,192,200,165,153,177,128,122,124,103,119,109,91,86,92,74,66,66,65,56,56,50,56,53,37,44,33,38,29,29,33,26,32,27,24,30,23,625,0.23455258,2
352,3674,297557,388,chargeInner_PXLayer_1,3,150829,80000.0,0.0,100,1.0,0.0,1,1,1,0,59,324,600,827,1088,1221,1330,1528,1663,1667,1884,2041,2236,2367,2645,2970,3197,3468,3690,4028,4218,4458,4474,4794,5033,5074,5201,5106,5168,5100,4925,4734,4632,4333,4181,3828,3594,3285,2948,2711,2397,2082,1919,1663,1541,1327,1196,1089,913,790,745,667,615,526,474,446,405,372,328,310,315,269,227,207,209,184,171,157,148,139,124,133,119,127,104,91,88,81,89,67,73,68,58,52,58,34,40,41,39,43,42,29,36,31,39,23,21,19,21,21,557,0.7632831,2
353,4085,297557,369,chargeInner_PXLayer_1,3,150869,80000.0,0.0,100,1.0,0.0,1,1,1,0,68,329,643,866,1082,1318,1478,1533,1699,1758,1937,1998,2262,2489,2625,2913,3190,3333,3691,4028,4201,4359,4691,4817,4891,4946,5056,5202,5141,4883,4988,4799,4639,4329,4092,3874,3518,3353,2980,2663,2350,2149,1991,1678,1518,1376,1169,989,893,822,720,656,601,542,493,465,394,391,353,289,268,272,241,228,199,207,171,147,146,136,123,94,100,107,104,95,79,92,73,89,71,79,64,59,48,38,46,45,44,41,37,29,42,29,18,24,29,33,25,27,569,0.23390119,2
354,5589,297557,372,chargeInner_PXLayer_1,3,158245,80000.0,0.0,100,1.0,0.0,1,1,1,0,67,353,652,880,1109,1249,1392,1645,1723,1882,2073,2104,2408,2583,2798,3124,3316,3564,3880,4180,4363,4608,4936,5025,5190,5399,5404,5396,5379,5173,5275,5098,4637,4566,4353,3971,3687,3495,3128,2804,2475,2190,2034,1860,1604,1366,1302,1074,963,865,762,706,582,549,508,430,421,378,365,334,335,280,256,205,207,168,160,172,170,109,114,128,122,100,119,103,103,87,69,78,94,73,69,61,56,74,54,34,52,38,47,43,36,26,35,26,35,20,18,21,611,0.38700673,2
355,5590,297557,373,chargeInner_PXLayer_1,3,159427,80000.0,0.0,100,1.0,0.0,1,1,1,0,63,356,679,917,1152,1327,1413,1587,1712,1814,1997,2139,2395,2636,2882,3004,3314,3757,3894,4109,4475,4663,4810,5145,5281,5324,5554,5505,5378,5284,5178,5040,4844,4587,4387,4009,3783,3464,3123,2921,2563,2188,1983,1764,1549,1419,1290,1068,973,899,731,680,629,550,515,456,433,382,340,315,292,289,256,247,209,211,197,197,165,160,133,141,114,137,105,85,108,92,91,64,81,63,50,73,60,52,47,45,50,37,26,43,34,56,32,27,27,21,24,26,631,0.43255204,2
356,5591,297557,374,chargeInner_PXLayer_1,3,151927,80000.0,0.0,100,1.0,0.0,1,1,1,0,60,310,634,872,1123,1241,1359,1582,1702,1732,1936,2030,2186,2471,2642,2950,3127,3317,3742,4000,4284,4457,4742,4905,4991,5222,5135,5256,5236,5189,5016,4732,4550,4432,4065,3783,3633,3238,2905,2729,2408,2151,1959,1678,1545,1352,1159,1082,930,816,766,623,618,538,493,478,426,358,324,283,294,288,229,238,200,182,176,160,142,127,136,111,114,114,112,91,83,72,74,75,66,68,60,51,59,47,43,55,44,52,40,40,28,29,22,35,25,31,24,19,568,0.4466043,2
357,5592,297557,375,chargeInner_PXLayer_1,3,155400,80000.0,0.0,100,1.0,0.0,1,1,1,0,53,335,648,912,1127,1234,1463,1615,1680,1820,1936,2147,2343,2532,2806,3031,3199,3582,3827,4012,4360,4558,4857,4958,5063,5194,5276,5328,5361,5229,5082,4804,4774,4416,4266,3915,3465,3198,3109,2744,2459,2229,2025,1740,1531,1404,1270,1098,993,813,757,698,593,536,533,436,385,373,328,337,314,304,236,219,205,202,157,188,153,139,124,122,131,125,103,108,104,86,91,68,49,64,70,72,51,54,47,43,47,41,41,31,35,28,38,20,22,24,23,24,600,0.19968723,2
358,5593,297557,376,chargeInner_PXLayer_1,3,158684,80000.0,0.0,100,1.0,0.0,1,1,1,0,73,319,583,868,1092,1285,1392,1628,1728,1856,2027,2238,2368,2567,2853,3059,3349,3748,3954,4165,4456,4696,4780,5091,5330,5245,5440,5409,5394,5231,5052,4951,4918,4594,4303,4028,3699,3396,3067,2864,2439,2359,2042,1775,1583,1389,1266,1093,988,907,774,662,616,520,536,513,440,389,378,320,302,291,227,240,228,170,159,156,161,138,150,127,114,113,113,120,88,76,84,69,82,64,62,67,55,65,45,48,55,49,39,31,44,34,33,36,36,15,36,34,543,0.446446,2
359,5594,297557,377,chargeInner_PXLayer_1,3,157929,80000.0,0.0,100,1.0,0.0,1,1,1,0,47,328,668,896,1090,1331,1461,1611,1721,1819,1923,2173,2215,2514,2879,3125,3306,3572,3895,4187,4430,4588,4885,5069,5099,5319,5373,5365,5344,5336,5184,4960,4750,4537,4278,4014,3607,3452,3185,2855,2514,2194,2023,1794,1646,1406,1291,1030,1001,908,759,717,644,541,502,468,423,370,350,334,275,273,247,230,220,201,163,184,169,117,138,126,121,114,96,83,101,94,90,81,61,71,68,54,54,52,57,52,48,40,39,37,40,30,29,31,25,25,26,28,633,0.59479785,2
360,5595,297557,378,chargeInner_PXLayer_1,3,149217,80000.0,0.0,100,1.0,0.0,1,1,1,0,58,339,584,854,1070,1173,1367,1518,1596,1673,1952,1931,2091,2363,2619,2836,3205,3498,3587,3928,4182,4397,4605,4717,4981,5085,5041,5170,5024,5024,4704,4602,4526,4298,4079,3829,3512,3348,2915,2654,2391,2125,1921,1678,1557,1311,1204,1037,915,846,744,675,585,574,438,402,417,346,325,305,273,293,238,232,184,189,183,161,156,118,135,126,115,110,81,81,85,86,65,76,48,77,58,59,58,55,56,54,57,43,41,40,38,33,36,41,39,24,25,31,586,0.76877415,2
361,5596,297557,379,chargeInner_PXLayer_1,3,149448,80000.0,0.0,100,1.0,0.0,1,1,1,0,63,296,626,911,1050,1264,1382,1498,1587,1697,1909,2048,2196,2284,2627,2951,3206,3346,3708,3939,4068,4567,4581,4753,4930,4908,5229,5196,5091,4932,4862,4665,4519,4329,4074,3860,3438,3207,2889,2706,2357,2149,1885,1688,1527,1303,1160,1047,920,807,761,663,612,536,496,399,419,350,343,282,271,264,227,212,191,183,165,171,129,164,120,128,120,103,94,101,83,67,81,80,60,72,66,66,42,38,45,36,40,44,34,29,42,42,30,27,28,26,26,17,588,0.43823725,2
362,5597,297557,380,chargeInner_PXLayer_1,3,148937,80000.0,0.0,100,1.0,0.0,1,1,1,0,58,312,595,887,1002,1241,1414,1549,1585,1715,1803,2004,2132,2474,2585,2856,3096,3398,3683,3995,4170,4300,4504,4744,4942,4944,5167,5178,5165,4928,4907,4669,4529,4291,4065,3755,3518,3257,2944,2609,2375,2171,1890,1685,1482,1232,1177,982,970,856,764,671,587,544,452,441,359,375,317,300,289,252,228,207,223,185,170,163,146,139,125,121,114,111,96,101,83,75,80,92,64,65,68,56,43,46,48,34,40,40,43,36,31,38,26,31,23,21,24,16,544,0.64952666,2
363,10984,297557,160,chargeInner_PXLayer_1,3,160663,80000.0,0.0,100,1.0,0.0,1,1,1,0,53,348,698,938,1161,1312,1481,1668,1794,1778,1997,2279,2372,2563,2816,3050,3378,3541,3735,4171,4495,4692,4958,5153,5334,5314,5562,5589,5471,5220,5238,5122,4914,4609,4380,4135,3906,3478,3169,2791,2596,2309,2021,1850,1606,1445,1324,1062,1014,883,862,665,626,612,496,455,412,372,338,352,323,250,250,251,236,214,188,168,171,151,134,143,110,98,112,98,87,104,68,79,75,64,58,57,60,51,65,50,45,43,49,36,45,32,39,41,26,21,23,16,569,0.68274593,2
364,1945,297180,86,chargeInner_PXLayer_1,3,91817,80000.0,0.0,100,1.0,0.0,1,0,0,0,15,116,270,461,648,810,990,1199,1169,1324,1365,1414,1508,1613,1639,1806,1922,1949,2074,2258,2380,2373,2544,2666,2748,2676,2803,2768,2848,2860,2713,2619,2667,2594,2492,2414,2277,2152,2066,1775,1681,1484,1391,1191,1121,994,877,698,658,589,499,471,408,401,316,276,319,212,229,202,189,181,166,140,133,127,117,90,114,86,85,74,79,58,63,52,59,55,51,46,54,45,43,29,32,46,26,27,18,15,28,19,24,15,16,14,18,8,19,12,342,0.6748721,2
365,1947,297180,88,chargeInner_PXLayer_1,3,92726,80000.0,0.0,100,1.0,0.0,1,0,0,0,17,130,312,458,679,807,1056,1161,1308,1368,1418,1435,1443,1681,1647,1708,1898,1960,2190,2263,2369,2387,2510,2628,2698,2715,2789,2875,2781,2791,2778,2780,2632,2614,2455,2436,2276,2184,2141,1805,1771,1542,1386,1243,1182,1029,864,776,657,584,511,525,422,374,347,323,250,229,221,198,184,158,149,147,136,122,126,114,85,78,87,65,63,63,61,53,58,45,36,41,44,39,37,36,33,28,30,37,25,24,19,29,18,28,17,17,27,15,17,18,300,0.6306664,2
366,1948,297180,89,chargeInner_PXLayer_1,3,95379,80000.0,0.0,100,1.0,0.0,1,0,0,0,18,123,290,529,630,878,1028,1174,1272,1389,1384,1507,1570,1661,1757,1801,1941,2039,2157,2357,2478,2510,2673,2719,2834,2835,2902,2910,2917,2917,2835,2764,2719,2715,2612,2403,2385,2231,2085,1904,1758,1549,1445,1303,1135,1003,884,782,678,551,568,488,445,401,349,359,276,258,225,180,168,167,186,141,152,145,105,117,108,88,76,71,81,77,75,62,58,60,54,46,42,40,35,42,44,34,27,23,21,23,28,28,22,22,14,19,15,13,18,15,327,0.6176915,2
367,1950,297180,91,chargeInner_PXLayer_1,3,92183,80000.0,0.0,100,1.0,0.0,1,0,0,0,10,118,279,469,663,794,979,1146,1184,1300,1435,1474,1539,1513,1696,1789,1899,2065,2056,2273,2377,2532,2518,2627,2686,2722,2812,2804,2758,2842,2693,2695,2743,2615,2507,2406,2300,2149,1942,1793,1804,1542,1447,1210,1096,1005,857,748,630,591,520,525,437,334,341,322,253,259,224,206,192,138,141,128,127,118,113,95,96,104,82,69,64,81,59,57,53,49,62,46,35,36,42,30,22,27,30,21,23,22,26,20,31,13,15,16,15,17,21,7,287,0.7137054,2
368,2431,297180,109,chargeInner_PXLayer_1,3,97469,80000.0,0.0,100,1.0,0.0,1,0,0,0,28,141,316,452,687,896,1099,1223,1251,1323,1466,1547,1569,1686,1761,1903,1944,2058,2239,2377,2463,2600,2607,2779,2799,2844,3052,2880,3143,2940,2930,2913,2808,2794,2705,2491,2494,2249,2123,1975,1759,1596,1458,1262,1185,984,922,805,737,613,552,491,483,419,335,312,288,251,254,209,202,188,156,171,135,134,127,99,104,87,90,94,85,62,80,62,57,63,45,54,47,42,51,38,36,35,35,30,28,27,25,20,17,15,18,19,23,20,16,16,346,0.8404494,2
369,2433,297180,111,chargeInner_PXLayer_1,3,94068,80000.0,0.0,100,1.0,0.0,1,0,0,0,20,117,263,524,634,880,997,1191,1209,1300,1387,1437,1593,1495,1701,1886,1898,2060,2227,2212,2481,2481,2543,2700,2700,2842,2925,2926,2861,2843,2776,2821,2663,2673,2591,2457,2207,2246,2048,1939,1685,1611,1484,1289,1086,1025,919,825,638,611,540,473,443,388,301,284,275,247,221,200,188,175,153,145,135,118,121,91,101,78,80,68,70,70,87,48,47,50,51,65,40,39,33,37,31,33,30,27,26,27,23,27,16,17,20,23,25,15,15,16,308,0.8457405,2
370,8231,297180,122,chargeInner_PXLayer_1,3,90116,80000.0,0.0,100,1.0,0.0,1,0,0,0,20,114,256,486,659,848,1003,1094,1219,1308,1378,1348,1594,1548,1628,1768,1842,1960,2162,2177,2391,2470,2445,2569,2625,2643,2734,2701,2702,2733,2674,2622,2660,2527,2502,2383,2231,2058,1881,1791,1579,1460,1351,1201,1067,995,817,708,659,568,513,468,400,376,323,312,282,244,213,210,174,167,136,152,124,112,100,96,84,101,85,57,70,51,43,54,50,42,41,42,41,41,35,36,35,39,23,31,22,22,16,22,22,22,21,18,9,26,11,17,326,0.18910857,2
371,8234,297180,125,chargeInner_PXLayer_1,3,89071,80000.0,0.0,100,1.0,0.0,1,0,0,0,16,120,290,466,614,814,943,1042,1242,1270,1346,1359,1447,1517,1557,1703,1784,1890,2013,2214,2279,2406,2406,2565,2610,2659,2689,2666,2732,2712,2693,2679,2578,2416,2337,2321,2214,2129,1937,1873,1658,1486,1324,1192,1075,963,845,738,637,574,529,477,396,363,310,328,251,232,235,184,183,167,157,161,128,115,97,97,84,93,88,84,71,72,55,56,50,59,39,40,47,50,32,30,38,29,30,26,25,34,15,15,30,15,15,17,16,11,16,17,322,0.84334165,2
372,10624,297180,94,chargeInner_PXLayer_1,3,92213,80000.0,0.0,100,1.0,0.0,1,0,0,0,22,126,278,475,690,844,1077,1199,1251,1341,1356,1453,1484,1590,1742,1730,1865,2041,2081,2260,2367,2493,2560,2550,2758,2819,2738,2834,2830,2729,2741,2754,2673,2575,2489,2439,2244,2165,1992,1833,1648,1491,1359,1217,1094,968,859,829,652,581,556,466,421,393,335,278,256,265,227,191,177,188,155,128,123,115,108,96,93,80,68,80,85,48,65,48,57,46,45,45,33,45,30,26,25,28,22,32,25,20,21,28,13,23,23,11,14,18,15,20,317,0.23244236,2
373,10625,297180,95,chargeInner_PXLayer_1,3,90888,80000.0,0.0,100,1.0,0.0,1,0,0,0,13,133,296,456,633,891,1016,1156,1186,1326,1329,1426,1521,1473,1607,1776,1828,1914,2095,2188,2414,2404,2488,2621,2736,2692,2766,2796,2796,2830,2623,2598,2672,2527,2502,2430,2148,2122,1900,1856,1650,1508,1337,1248,1038,1003,893,739,660,590,545,440,441,373,321,306,279,228,216,196,179,170,140,141,125,127,116,101,91,87,80,66,75,70,69,55,60,50,47,35,38,45,26,31,27,32,24,33,22,22,20,25,19,25,17,15,19,15,9,18,327,0.49312845,2
374,10627,297180,98,chargeInner_PXLayer_1,3,91712,80000.0,0.0,100,1.0,0.0,1,0,0,0,9,101,285,480,618,835,998,1124,1200,1332,1410,1428,1518,1643,1691,1813,1810,1946,2085,2342,2260,2507,2457,2619,2695,2763,2846,2679,2804,2808,2645,2682,2592,2629,2512,2382,2315,2122,1932,1934,1682,1541,1456,1165,1091,1006,845,735,599,597,510,469,397,357,362,324,271,241,219,218,212,179,168,161,134,122,99,106,93,80,78,66,79,67,50,51,62,63,43,30,37,37,45,40,41,27,35,25,30,19,21,16,25,25,23,18,22,16,15,11,305,0.63405657,2
375,10628,297180,99,chargeInner_PXLayer_1,3,90975,80000.0,0.0,100,1.0,0.0,1,0,0,0,10,129,281,459,609,840,1020,1142,1275,1269,1400,1437,1431,1572,1590,1730,1845,1949,2105,2176,2409,2444,2539,2654,2706,2694,2716,2816,2749,2646,2737,2825,2540,2508,2404,2419,2277,2130,2073,1758,1649,1497,1318,1233,1052,954,839,737,684,586,552,459,435,398,339,270,267,258,220,181,192,168,162,146,138,118,110,97,98,81,81,71,71,67,58,58,58,52,42,46,37,34,48,28,25,27,30,22,22,15,26,22,18,23,15,23,13,22,14,14,342,0.530331,2
376,13211,297180,115,chargeInner_PXLayer_1,3,92906,80000.0,0.0,100,1.0,0.0,1,0,0,0,17,125,290,473,675,886,1047,1115,1321,1295,1403,1443,1502,1569,1733,1817,1918,1986,2129,2225,2379,2523,2618,2631,2684,2709,2845,2888,2824,2819,2773,2735,2749,2687,2507,2333,2267,2229,2037,1830,1701,1457,1350,1282,1136,947,835,743,653,624,559,486,421,350,329,282,292,239,213,212,207,173,169,152,139,125,106,113,75,96,84,73,66,73,68,55,55,46,42,46,41,32,30,29,26,17,34,19,20,24,21,28,24,22,16,17,15,13,14,16,338,0.39584142,2
377,13212,297180,116,chargeInner_PXLayer_1,3,95322,80000.0,0.0,100,1.0,0.0,1,0,0,0,20,129,327,514,686,848,1050,1154,1254,1342,1349,1520,1584,1711,1780,1812,1940,2034,2199,2305,2458,2567,2643,2699,2825,2868,2896,2890,2865,2839,2850,2805,2759,2648,2581,2563,2333,2186,2059,1891,1832,1589,1415,1262,1089,1031,909,837,712,617,548,446,412,378,347,284,290,258,225,238,213,171,190,139,138,129,120,88,81,82,78,75,74,61,53,69,65,48,35,40,28,38,35,46,25,49,26,23,31,34,23,20,24,34,24,30,10,9,14,15,333,0.53111595,2
378,13214,297180,118,chargeInner_PXLayer_1,3,91074,80000.0,0.0,100,1.0,0.0,1,0,0,0,11,119,281,501,636,830,986,1122,1121,1295,1344,1454,1527,1609,1670,1766,1926,1889,2129,2206,2293,2476,2539,2478,2660,2708,2808,2869,2818,2762,2777,2682,2539,2503,2589,2516,2255,2050,1909,1795,1711,1454,1373,1194,1090,946,846,744,667,577,528,493,419,369,334,315,242,242,217,222,182,158,140,125,123,107,104,93,95,100,81,76,73,65,65,54,46,40,35,57,36,36,36,29,28,21,33,39,30,19,20,34,27,15,24,17,12,12,15,11,330,0.6388222,2
379,15232,297180,81,chargeInner_PXLayer_1,3,94144,80000.0,0.0,100,1.0,0.0,1,0,0,0,14,129,260,435,669,845,1130,1167,1263,1331,1367,1486,1552,1614,1798,1778,1924,2032,2134,2237,2400,2484,2693,2694,2824,2780,2822,2836,2843,2883,2892,2744,2698,2742,2516,2492,2320,2143,2078,1910,1680,1572,1392,1205,1139,1010,889,790,694,686,545,477,439,369,329,292,276,236,241,217,174,171,155,147,115,124,112,118,92,72,78,84,70,64,61,61,53,32,44,47,42,46,32,23,31,33,33,28,22,27,22,27,24,17,20,18,15,10,10,16,337,0.6630928,2
380,15234,297180,83,chargeInner_PXLayer_1,3,96862,80000.0,0.0,100,1.0,0.0,1,0,0,0,22,132,304,499,698,883,1121,1177,1328,1327,1468,1464,1607,1632,1716,1881,1980,2092,2207,2380,2542,2577,2684,2772,2832,2881,2996,2940,2915,2889,2846,2844,2731,2721,2634,2533,2405,2258,2171,1923,1838,1604,1468,1323,1170,1004,903,819,677,634,562,527,435,382,337,322,299,238,237,215,176,164,190,152,116,126,110,126,107,85,83,83,63,84,64,58,55,53,40,40,45,43,46,42,46,26,37,26,28,21,25,27,19,19,12,24,21,20,18,18,318,0.5867291,2
381,15236,297180,85,chargeInner_PXLayer_1,3,90674,80000.0,0.0,100,1.0,0.0,1,0,0,0,8,110,264,488,617,861,1009,1134,1228,1315,1413,1415,1531,1595,1694,1776,1855,1973,2077,2101,2344,2489,2554,2501,2661,2756,2730,2722,2763,2725,2695,2737,2580,2550,2433,2364,2154,2093,1979,1810,1640,1552,1310,1177,1092,969,845,742,682,600,522,466,425,341,327,281,273,234,230,190,162,160,164,128,123,115,115,87,104,104,76,73,75,81,73,54,45,52,38,46,46,36,44,28,37,22,32,24,23,29,14,24,17,22,18,22,21,18,10,15,295,0.21557598,2
382,18128,297180,74,chargeInner_PXLayer_1,3,95027,80000.0,0.0,100,1.0,0.0,1,0,0,0,20,123,309,460,667,896,1078,1152,1269,1348,1404,1450,1550,1609,1707,1825,1972,2118,2127,2191,2458,2497,2678,2706,2752,2806,2820,2924,2931,2851,2831,2868,2709,2626,2621,2485,2291,2227,2090,1983,1748,1565,1476,1229,1130,1042,993,788,753,581,533,481,418,377,353,331,280,252,230,194,186,183,163,163,140,115,106,110,76,86,97,86,65,70,74,57,62,48,58,44,35,47,45,35,42,36,29,26,22,29,25,21,24,22,20,15,9,15,13,15,330,0.8155361,2
